rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev
1,NYY,20,147,665620,Deivi Garcia,14,0.95,74.0,50,25,21,20,105,5,222,296,,2.55,0,0,0,5,4,ALL (3)
1,SD,20,135,669022,MacKenzie Gore,16,1.30,60.2,61,35,30,18,74,5,182,261,,4.45,0,0,0,2,5,A(Full)
1,OAK,21,133,666200,Jesus Luzardo,23,1.09,109.1,89,37,35,30,129,7,328,442,,2.88,0,0,0,10,5,ALL (3)
1,CIN,20,113,668881,Hunter Greene,18,1.30,68.1,66,35,34,23,89,6,205,294,,4.48,0,0,0,3,7,A(Full)
1,MIA,21,146,664350,Sixto Sanchez,8,1.07,46.2,39,14,13,11,45,1,140,188,,2.51,0,0,0,4,3,A(Adv)
1,DET,22,116,663554,Casey Mize,5,1.17,13.2,13,6,6,3,14,2,41,55,,3.95,0,0,0,0,1,ALL (2)
1,PIT,23,134,656605,Mitch Keller,25,1.30,142.1,130,65,55,55,135,10,427,597,,3.48,0,0,0,12,4,ALL (3)
1,TOR,23,141,663878,Nate Pearson,1,3.00,1.2,5,3,2,0,1,1,5,10,,10.80,0,0,0,0,1,A(Adv)
2,CWS,23,145,656629,Michael Kopech,28,1.30,140.2,121,66,60,62,185,13,422,611,,3.84,0,0,0,8,8,ALL (2)
2,TB,23,139,656713,Brendan McKay,19,0.88,78.1,55,22,21,14,103,3,235,299,,2.41,0,0,0,5,2,ALL (3)
2,HOU,21,117,666215,Forrest Whitley,8,0.99,26.1,15,11,11,11,34,2,79,108,,3.76,0,0,0,0,2,AA
2,BAL,19,110,680570,Grayson Rodriguez,9,1.24,19.1,17,6,3,7,20,0,58,80,,1.40,0,0,0,0,2,ROK
2,LA,22,119,669160,Dustin May,23,1.11,132.2,118,56,50,29,122,9,398,552,,3.39,0,0,0,9,5,ALL (2)
2,PHI,22,143,658431,Adonis Medina,22,1.25,111.1,103,59,51,36,123,11,334,472,,4.12,0,0,0,10,4,A(Adv)
2,COL,22,115,669020,Ryan Rolison,9,0.79,29.0,15,8,6,8,34,2,87,109,,1.86,0,0,0,0,1,ROK
2,DET,21,116,666159,Matt Manning,22,1.20,117.2,90,45,43,51,154,7,353,488,,3.29,0,0,0,7,8,ALL (3)
2,CLE,22,114,663474,Triston McKenzie,16,1.00,90.2,63,31,27,28,87,8,272,362,,2.68,0,0,0,7,4,AA
3,TEX,20,140,668968,Hans Crouse,13,1.13,54.2,43,20,15,19,62,3,164,227,,2.47,0,0,0,5,3,ALL (2)
3,MIL,24,158,641409,Zack Brown,23,1.06,127.2,98,44,34,37,119,8,383,513,,2.40,0,0,0,9,1,ALL (2)
3,BOS,20,111,667356,Bryan Mata,17,1.61,72.0,58,33,28,58,61,1,216,327,,3.50,0,0,0,6,3,A(Adv)
3,ATL,21,144,666120,Ian Anderson,24,1.14,119.1,87,36,33,49,142,2,358,494,,2.49,0,0,0,4,7,ALL (2)
3,SD,19,135,672715,Luis Patino,17,1.07,83.1,65,25,20,24,98,1,250,330,,2.16,0,0,0,6,3,A(Full)
3,MIN,21,142,660813,Brusdar Graterol,19,1.15,102.0,89,34,31,28,107,3,306,419,,2.74,0,0,0,8,4,ALL (2)
3,KC,22,118,663738,Daniel Lynch,12,1.01,51.1,44,12,9,8,61,1,154,200,,1.58,0,0,0,5,1,ALL (2)
3,BAL,20,110,669084,DL Hall,22,1.17,94.1,68,31,22,42,100,6,283,391,,2.10,0,0,0,2,7,A(Full)
3,CLE,22,114,663531,Logan Allen,25,1.08,148.2,110,48,42,51,151,11,446,595,,2.54,0,0,0,14,6,ALL (2)
4,CIN,22,113,663574,Tony Santillan,26,1.23,149.0,146,58,51,38,134,13,447,629,,3.08,0,0,0,10,7,ALL (2)
4,CHC,20,112,666622,Brailyn Marquez,12,1.26,54.2,53,25,19,16,59,5,164,228,,3.13,0,0,0,1,4,ALL (2)
4,LA,21,119,680686,Josiah Gray,12,0.88,52.1,29,17,15,17,59,1,157,207,,2.58,0,0,0,2,2,ROK
4,NYY,21,147,661563,Luis Gil,12,1.37,46.0,32,17,10,31,68,2,138,201,,1.96,0,0,0,2,3,ALL (2)
4,PHI,23,143,675921,Spencer Howard,23,1.26,112.0,101,52,47,40,147,6,336,465,,3.78,0,0,0,9,8,A(Full)
4,TB,19,139,669461,Matthew Liberatore,9,1.04,32.2,21,9,5,13,37,0,98,127,,1.38,0,0,0,2,2,ALL (2)
4,MIN,20,142,666364,Jordan Balazovic,12,1.17,61.2,54,27,27,18,78,5,185,254,,3.94,0,0,0,7,3,A(Full)
4,WAS,25,120,640444,Wil Crowe,22,1.31,116.1,104,57,44,48,94,10,349,491,,3.40,0,0,0,11,5,ALL (3)
4,DET,22,116,669373,Tarik Skubal,9,0.85,22.1,15,3,1,4,33,0,67,82,,0.40,2,0,0,3,0,ALL (3)
4,TOR,24,141,641743,Anthony Kay,23,1.41,122.2,124,69,58,49,123,7,368,531,,4.26,0,0,0,7,11,ALL (2)
4,ATL,23,144,657140,Kyle Wright,31,1.24,144.0,122,63,56,57,138,10,432,604,,3.50,0,0,0,8,9,ALL (3)
5,HOU,22,117,650556,Bryan Abreu,14,1.03,54.1,33,11,9,23,90,4,163,215,,1.49,3,0,0,6,1,ALL (2)
5,CWS,24,145,641540,Dane Dunning,15,1.19,86.1,77,31,26,26,100,2,259,360,,2.71,0,0,0,6,3,ALL (2)
5,BOS,23,111,656557,Tanner Houck,23,1.43,119.0,110,68,56,60,111,11,357,519,,4.24,0,0,0,7,11,A(Adv)
5,SF,22,137,657277,Logan Webb,27,1.25,104.2,84,39,28,47,100,6,314,434,,2.41,0,0,0,2,5,ALL (2)
5,KC,22,118,663804,Jackson Kowar,9,1.18,26.1,19,10,10,12,22,2,79,107,,3.42,0,0,0,0,1,A(Full)
5,TOR,18,141,672078,Eric Pardinho,11,1.06,50.0,37,16,16,16,64,5,150,203,,2.88,0,0,0,4,3,ROK
5,LA,25,119,664062,Tony Gonsolin,26,1.14,128.0,104,45,37,42,155,8,384,527,,2.60,0,0,0,10,2,ALL (2)
5,CHC,24,112,640470,Adbert Alzolay,8,1.41,39.2,43,21,21,13,27,4,119,171,,4.76,0,0,0,2,4,AAA
5,SEA,23,136,643290,Justin Dunn,24,1.33,135.1,128,66,54,52,156,9,406,576,,3.59,0,0,0,8,8,ALL (2)
5,NYY,23,147,657376,Clarke Schmidt,8,0.94,23.1,16,9,8,6,30,1,70,91,,3.09,0,0,1,0,3,ALL (3)
6,TEX,24,140,643478,Joe Palumbo,11,0.99,45.1,35,22,14,10,59,4,136,186,,2.78,0,0,0,2,4,ALL (3)
6,WAS,21,120,669420,Tim Cate,13,1.40,52.0,57,33,29,16,45,5,156,231,,5.02,0,0,0,2,6,ALL (2)
6,KC,22,118,663460,Kris Bubic,10,1.50,38.0,38,25,17,19,53,2,114,172,,4.03,0,0,0,2,3,ROK
6,SF,22,137,663546,Sean Hjelle,12,1.31,21.1,24,16,12,4,22,4,64,94,,5.06,0,0,0,0,0,A(Short)
6,DET,21,116,658530,Franklin Perez,7,1.34,19.1,18,14,14,8,14,2,58,82,,6.52,0,0,0,0,2,ALL (2)
6,ATL,21,144,669060,Bryse Wilson,28,1.23,132.2,121,62,53,42,149,9,398,559,,3.60,0,0,0,9,5,ALL (4)
6,TOR,18,141,680573,Simeon Woods Richardson,7,1.10,17.1,15,5,3,4,26,1,52,71,,1.56,1,0,0,1,0,ALL (2)
6,ARI,25,109,641541,Jon Duplantier,16,1.18,74.0,57,25,21,30,77,4,222,300,,2.55,0,0,0,5,1,ALL (2)
6,NYY,24,147,642528,Jonathan Loaisiga,23,1.28,80.2,83,35,32,20,100,9,242,337,,3.57,0,0,0,8,1,ALL (4)
6,TB,20,139,669358,Shane Baz,12,1.62,52.1,56,30,26,29,59,3,157,244,,4.47,0,0,0,4,5,ALL (2)
6,PHI,19,143,672839,Francisco Morales,13,1.54,56.1,54,37,33,33,68,6,169,258,,5.27,0,0,0,4,5,A(Short)
6,SD,20,135,670970,Adrian Morejon,14,1.27,65.1,59,29,25,24,74,6,196,276,,3.44,0,0,0,4,5,ALL (2)
7,PHI,23,143,660853,Enyel De Los Santos,29,1.19,145.2,123,51,47,51,125,14,437,602,,2.90,0,0,0,11,5,ALL (2)
7,TEX,23,140,656271,Brock Burke,25,1.22,137.1,124,55,47,44,158,6,412,582,,3.08,0,0,0,9,6,ALL (2)
7,HOU,23,117,663959,Tyler Ivey,24,1.03,112.0,86,46,37,29,135,5,336,455,,2.97,3,1,0,4,6,ALL (2)
7,ATL,21,144,666205,Kyle Muller,25,1.23,139.2,126,50,47,46,129,8,419,572,,3.03,0,0,0,11,3,ALL (3)
7,MIA,21,146,665795,Edward Cabrera,22,1.47,100.1,105,57,47,42,93,11,301,440,,4.22,0,0,0,4,8,A(Full)
7,NYM,24,121,656849,David Peterson,22,1.17,128.0,120,55,45,30,115,2,384,533,,3.16,0,0,0,7,10,ALL (2)
7,SD,19,135,677960,Ryan Weathers,7,1.25,18.1,19,16,7,4,18,2,55,83,,3.44,0,0,0,0,3,ALL (2)
7,NYY,23,147,656061,Albert Abreu,17,1.38,72.2,68,48,42,32,74,9,218,326,,5.20,0,0,0,4,6,ALL (4)
7,CWS,22,145,680692,Jonathan Stiever,13,1.14,28.0,23,13,13,9,39,3,84,116,,4.18,0,0,0,0,1,ROK
8,CLE,19,114,677945,Ethan Hankins,2,1.33,3.0,4,2,2,0,6,0,9,14,,6.00,0,0,0,0,0,ROK
8,STL,22,138,658551,Junior Fernandez,24,1.50,30.2,28,14,12,18,24,1,92,134,,3.52,3,0,1,1,0,ALL (2)
8,BAL,23,110,665152,Dean Kremer,25,1.17,131.1,108,48,42,46,178,10,394,534,,2.88,0,0,0,10,5,ALL (3)
8,MIL,21,158,676879,Aaron Ashby,13,1.30,57.2,58,24,23,17,66,4,173,242,,3.59,1,0,0,2,3,ALL (2)
8,COL,24,115,641386,Ben Bowden,49,1.38,52.0,52,27,23,20,78,8,156,228,,3.98,0,11,4,7,2,ALL (2)
8,ARI,20,109,669189,Levi Kelly,4,0.83,6.0,3,0,0,2,6,0,18,23,,0.00,0,0,0,0,0,ROK
8,NYY,19,147,672782,Yoendrys Gomez,12,1.07,47.2,29,11,11,22,50,1,143,194,,2.08,0,0,0,4,1,ALL (2)
8,BOS,22,111,663658,Thad Ward,11,1.45,31.0,33,21,13,12,27,2,93,134,,3.77,0,0,0,0,3,A(Short)
9,ANA,22,108,663776,Patrick Sandoval,26,0.96,122.1,88,33,28,29,145,5,367,482,,2.06,2,0,1,11,1,ALL (4)
9,BAL,23,110,657508,Michael Baumann,24,1.21,130.2,105,49,46,53,106,9,392,534,,3.17,0,0,0,13,5,ALL (2)
9,SD,23,135,673258,Michel Baez,21,1.33,105.0,95,52,43,45,113,9,315,450,,3.69,0,0,0,4,10,ALL (2)
9,SF,20,137,671288,Seth Corry,14,1.46,57.2,52,33,23,32,59,2,173,256,,3.59,0,0,0,4,3,ALL (2)
9,LA,24,119,669952,Mitchell White,22,1.41,105.1,114,63,53,34,88,12,316,460,,4.53,0,0,0,6,7,AA
9,SEA,23,136,656954,Justus Sheffield,28,1.17,118.2,86,40,35,53,123,5,356,489,,2.65,0,0,2,7,6,ALL (3)
9,MIA,21,146,669432,Trevor Rogers,17,1.56,72.2,86,48,47,27,85,4,218,327,,5.82,0,0,0,2,7,A(Full)
9,DET,23,116,656412,Alex Faedo,24,1.14,121.0,103,62,54,35,110,18,363,500,,4.02,0,0,0,5,10,ALL (2)
9,MIN,21,142,661395,Jhoan Duran,21,1.25,100.2,88,52,42,38,115,8,302,425,,3.75,0,0,0,7,5,ALL (2)
9,STL,22,138,650893,Genesis Cabrera,27,1.32,140.1,114,68,65,71,148,14,421,588,,4.17,0,0,0,8,9,ALL (3)
10,TOR,19,141,680572,Adam Kloffenstein,2,1.50,2.0,1,0,0,2,4,0,6,9,,0.00,0,0,0,0,0,ROK
10,NYM,24,121,642584,Franklyn Kilome,26,1.34,140.0,127,80,65,61,125,10,420,596,,4.18,0,0,0,4,9,ALL (2)
10,BAL,23,110,675912,Zac Lowther,23,0.98,123.2,86,33,30,35,151,8,371,487,,2.18,0,0,0,8,4,ALL (2)
10,ATL,21,144,660623,Huascar Ynoa,24,1.34,116.1,102,72,59,54,131,8,349,508,,4.56,0,0,0,8,12,ALL (2)
10,PHI,22,143,668941,JoJo Romero,18,1.29,106.2,97,49,45,41,100,13,320,453,,3.80,0,0,0,7,6,AA
10,TB,22,139,663556,Shane McClanahan,4,0.57,7.0,3,0,0,1,13,0,21,24,,0.00,0,0,0,0,0,ALL (2)
10,ARI,21,109,675652,Matt Tabor,14,1.19,60.2,59,26,22,13,46,4,182,253,,3.26,0,0,0,2,1,A(Short)
10,LA,23,119,642701,Dennis Santana,11,1.11,53.1,42,25,19,17,69,3,160,225,,3.21,0,0,0,2,3,ALL (3)
10,ANA,20,108,667755,Jose Soriano,14,1.49,46.1,34,24,23,35,42,1,139,198,,4.47,0,0,0,1,6,A(Full)
10,HOU,22,117,664299,Cristian Javier,25,1.11,110.0,72,37,33,50,146,9,330,448,,2.70,1,0,0,7,6,ALL (2)
10,DET,21,116,666214,Joey Wentz,16,1.09,67.0,49,17,17,24,53,3,201,266,,2.28,0,0,0,3,4,A(Adv)
11,SF,23,137,673858,Jake Wong,11,1.24,27.1,28,8,7,6,27,1,82,118,,2.30,0,0,0,0,2,A(Short)
11,MIN,23,142,626929,Lewis Thorpe,26,1.24,129.2,125,68,51,36,157,16,389,544,,3.54,0,0,0,8,7,ALL (2)
11,NYM,22,121,663325,Kevin Smith,12,0.76,23.2,12,3,2,6,28,1,71,85,,0.76,0,1,1,4,1,A(Short)
11,ARI,22,109,656266,J.B. Bukauskas,14,1.12,59.0,42,14,14,24,71,1,177,237,,2.14,0,0,0,4,2,ALL (5)
11,CIN,23,113,661269,Vladimir Gutierrez,27,1.20,147.0,139,76,71,38,145,18,441,624,,4.35,0,0,0,9,10,AA
11,HOU,23,117,656232,Brandon Bielak,25,1.15,117.0,96,33,29,39,131,6,351,470,,2.23,2,0,1,7,8,ALL (2)
11,CHC,24,112,657006,Justin Steele,11,0.90,46.2,29,15,12,13,53,2,140,185,,2.31,0,0,0,2,2,ALL (3)
11,BAL,24,110,669211,Keegan Akin,25,1.25,137.2,114,52,50,58,142,16,413,573,,3.27,0,0,0,14,7,AA
12,MIN,20,142,669416,Blayne Enlow,20,1.37,94.0,94,40,34,35,71,4,282,408,,3.26,1,1,0,3,5,A(Full)
12,OAK,24,133,641726,Daulton Jefferies,1,0.50,2.0,1,0,0,0,5,0,6,7,,0.00,0,0,0,0,0,ROK
12,ATL,25,144,622256,Patrick Weigel,4,0.50,4.0,2,0,0,0,6,0,12,12,,0.00,0,0,0,0,0,ROK
12,CIN,19,113,680689,Lyon Richardson,11,1.83,29.0,37,27,23,16,24,3,87,139,,7.14,0,0,0,0,5,ROK
12,HOU,24,117,664353,Jose Urquidy,13,1.13,57.1,55,19,15,10,48,2,172,235,,2.35,0,0,0,2,2,ALL (2)
12,STL,21,138,670912,Johan Oviedo,25,1.54,121.2,108,63,57,79,118,6,365,542,,4.22,1,0,0,10,10,A(Full)
12,WAS,23,120,656913,Seth Romero,7,1.11,25.1,20,13,11,8,34,3,76,110,,3.91,0,0,0,0,1,A(Full)
12,ANA,22,108,650347,Luis Madero,23,1.30,105.2,110,47,41,27,95,8,317,448,,3.49,0,0,0,4,8,ALL (2)
12,ARI,23,109,656686,Corbin Martin,25,1.01,122.0,88,39,34,35,122,7,366,479,,2.51,1,0,1,9,2,ALL (2)
12,SF,20,137,666619,Gregory Santos,12,1.59,49.2,64,34,25,15,46,3,149,227,,4.53,0,0,0,2,5,A(Short)
12,MIL,23,158,657022,Trey Supak,25,1.13,137.2,111,46,38,44,123,6,413,553,,2.48,0,0,0,8,7,ALL (2)
12,MIA,22,146,663734,Nick Neidert,26,1.13,152.2,142,63,55,31,154,17,458,611,,3.24,0,0,0,12,7,AA
12,TEX,23,140,642546,Jonathan Hernandez,22,1.22,121.1,95,52,49,53,134,12,364,496,,3.63,0,0,0,8,6,ALL (2)
12,PIT,19,134,677952,Braxton Ashcraft,5,1.19,17.2,16,9,9,5,12,2,53,76,,4.58,0,0,0,0,1,ROK
12,CHC,24,112,668338,Tyson Miller,23,1.09,127.0,104,53,50,35,126,12,381,516,,3.54,0,0,0,9,9,A(Adv)
13,CHC,23,112,663929,Riley Thompson,9,1.30,25.1,24,10,8,9,25,1,76,109,,2.84,0,1,0,0,2,A(Short)
13,WAS,24,120,643532,Sterling Sharp,27,1.36,148.1,154,71,61,47,105,10,445,641,,3.70,0,0,0,11,6,ALL (2)
13,CIN,23,113,676050,Packy Naughton,28,1.31,154.0,168,73,69,34,137,12,462,643,,4.03,0,0,0,5,10,A(Full)
13,ATL,23,144,656353,Tucker Davidson,24,1.50,118.1,120,61,55,58,99,5,355,514,,4.18,0,0,0,7,10,A(Adv)
13,PIT,21,134,675989,Cody Bolton,9,1.13,44.1,43,19,18,7,45,6,133,179,,3.65,0,0,0,3,3,A(Full)
13,NYM,18,121,681744,Junior Santos,14,0.90,50.0,39,15,14,6,39,1,150,191,,2.52,0,0,0,1,1,ALL (2)
13,KC,22,118,672578,Carlos Hernandez,15,1.18,79.1,71,36,29,23,82,7,238,331,,3.29,0,0,0,6,5,A(Full)
13,NYY,19,147,672710,Roansy Contreras,12,1.03,63.1,44,19,17,21,60,5,190,250,,2.42,0,0,0,0,2,ALL (2)
13,ARI,24,109,642203,Taylor Widener,26,1.03,137.1,99,42,42,43,176,12,412,552,,2.75,0,0,0,5,8,AA
13,STL,22,138,663765,Jake Woodford,28,1.52,145.0,158,89,79,62,101,18,435,657,,4.90,0,0,0,8,13,ALL (2)
14,MIL,24,158,642207,Devin Williams,14,1.82,34.0,40,26,22,22,35,2,102,164,,5.82,0,0,0,0,3,A(Adv)
14,WAS,22,120,668697,Reid Schaller,12,1.25,40.2,39,21,21,12,32,1,122,171,,4.65,0,0,0,2,3,ALL (2)
14,NYY,22,147,669805,Alexander Vizcaino,12,1.38,58.0,57,35,33,23,57,9,174,253,,5.12,0,0,0,3,4,ALL (2)
14,ATL,22,144,665600,Jasseel De La Cruz,15,1.43,69.0,65,40,37,34,65,6,207,301,,4.83,0,0,0,3,4,A(Full)
14,KC,19,118,672529,Yefri Del Rosario,15,1.24,79.0,69,36,28,29,72,10,237,337,,3.19,0,0,0,6,5,A(Full)
14,PIT,23,134,650813,Luis Escobar,24,1.29,128.1,106,61,59,59,110,13,385,543,,4.14,0,0,0,11,6,ALL (2)
14,NYM,23,121,673380,Dedniel Nunez,11,1.34,40.1,38,18,17,16,36,2,121,173,,3.79,1,1,0,4,1,ROK
14,DET,22,116,663366,Beau Burrows,26,1.36,134.0,126,66,61,56,127,12,402,571,,4.10,0,0,0,10,9,AA
14,HOU,23,117,660600,Enoli Paredes,24,0.91,69.0,34,17,11,29,90,1,207,277,,1.43,2,2,1,6,4,ALL (2)
14,OAK,23,133,656550,Grant Holmes,2,1.00,6.0,4,4,3,2,8,1,18,27,,4.50,0,0,0,0,0,A(Adv)
14,CLE,20,114,665854,Luis Oviedo,11,0.98,57.0,39,17,13,17,67,3,171,224,,2.05,0,0,0,5,2,ALL (2)
15,SF,25,137,661536,Melvin Adon,18,1.55,82.1,91,51,46,37,79,6,247,368,,5.03,0,0,0,2,6,ALL (2)
15,SD,23,135,671790,Ronald Bolanos,25,1.50,125.0,138,84,71,50,118,13,375,558,,5.11,0,1,0,6,9,A(Adv)
15,NYM,23,121,675914,Tony Dibrell,23,1.27,131.0,112,60,51,54,147,10,393,560,,3.50,0,0,0,7,6,A(Full)
15,CHC,19,112,681673,Kohl Franklin,5,1.27,8.2,5,7,6,6,8,0,26,38,,6.23,0,0,0,0,1,ROK
15,TEX,21,140,663969,Tyler Phillips,23,1.02,133.0,119,42,39,16,127,4,399,531,,2.64,0,0,0,12,5,ALL (2)
15,BAL,24,110,640451,Hunter Harvey,9,1.39,32.1,36,20,20,9,30,3,97,138,,5.57,0,0,0,1,2,AA
15,ATL,20,144,676206,Freddy Tarnok,27,1.44,77.1,70,56,34,41,83,5,232,356,,3.96,0,4,0,5,5,A(Full)
15,CLE,23,114,656529,Sam Hentges,23,1.41,118.1,114,51,43,53,122,4,355,505,,3.27,0,0,0,6,6,A(Adv)
15,ARI,21,109,666818,Luis Frias,14,1.17,54.2,38,21,17,26,58,1,164,228,,2.80,0,0,1,1,5,ALL (2)
15,COL,23,115,624418,Ryan Castellani,26,1.53,134.1,135,86,82,70,91,15,403,600,,5.49,0,0,0,7,9,AA
15,PHI,23,143,661440,Mauricio Llovera,23,1.11,121.0,100,59,50,34,137,14,363,507,,3.72,0,0,0,8,7,A(Adv)
15,WSH,25,,664069,Ben Braymer,28,1.09,114.2,91,32,29,34,118,6,344,463,,2.28,2,3,0,9,3,ALL (2)
15,NYY,23,147,656793,Nick Nelson,26,1.32,121.2,97,53,48,63,144,3,365,523,,3.55,0,0,0,8,6,ALL (3)
16,CWS,21,145,663455,Konnor Pilkington,8,1.86,14.0,21,13,11,5,11,1,42,68,,7.07,0,0,0,0,1,ALL (2)
16,NYM,23,121,663894,Ryley Gilliam,17,1.38,17.1,11,4,4,13,31,1,52,74,,2.08,5,3,1,0,1,A(Short)
16,BOS,22,111,664687,Durbin Feltman,22,0.99,23.1,18,6,5,5,36,0,70,95,,1.93,4,1,0,1,1,ALL (3)
16,ATL,24,144,641425,Thomas Burrows,45,1.24,67.2,48,25,20,36,86,0,203,286,,2.66,11,6,1,6,2,ALL (3)
16,COL,21,115,666207,Riley Pint,4,2.04,8.1,6,7,4,11,8,0,25,40,,4.32,0,0,0,0,3,ALL (2)
16,CHC,23,112,676265,Cory Abbott,22,1.16,115.0,94,40,32,39,131,8,345,467,,2.50,0,0,0,8,6,ALL (2)
16,TOR,24,141,643615,T.J. Zeuch,27,1.24,156.1,154,63,55,40,105,11,469,650,,3.17,0,0,0,12,8,ALL (2)
16,SD,19,135,676282,Joey Cantillo,12,1.06,49.0,37,22,15,15,63,0,147,201,,2.76,0,0,0,2,3,ALL (2)
16,BAL,23,110,667421,Blaine Knight,4,1.55,10.1,13,3,3,3,8,1,31,47,,2.61,0,0,0,0,1,A(Short)
16,KC,22,118,680742,Jonathan Bowlan,9,1.71,35.0,51,30,27,9,23,6,105,165,,6.94,0,0,0,1,4,ROK
16,PHI,25,143,608344,Cole Irvin,26,1.05,161.1,135,51,46,35,131,11,484,639,,2.57,0,0,0,14,4,AAA
16,TEX,22,140,663465,Kolby Allard,22,1.32,120.1,121,49,45,38,92,9,361,504,,3.37,0,0,0,7,5,ALL (2)
16,SEA,19,136,672730,Juan Then,11,0.98,50.0,38,21,15,11,42,2,150,195,,2.70,0,0,0,0,3,ROK
16,TB,23,139,657746,Joe Ryan,12,1.10,36.1,26,15,15,14,51,3,109,147,,3.72,0,0,0,2,1,A(Short)
